Código,Cód. Emb.,Desc. Resumida,Descrição,Unidade Empresarial,Tipo,Ajuste Horário,Raio,Raio Advert.,Vel.,Grupo PC.,Dist. uso vel.,Código externo,Ativo,Pedágio,Rodoviária,Suspensão,Garagem,Online,Auxlilar,Seletivo,Ponto Vel.,Area Vel.,Direções,Latitude,Longitude,Chave,Data Cadastro,Data Alteração
87,87,ROD CPNT,RODOVIARIA DE CAMPINORTE ,Kandango Parceiras,Ponto de Controle - 12,0,60,80,5,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-14.319642,-49.155332,1,2024-10-14 13:43:47,2024-10-14 13:43:47
114,114,ROD CRB,RODOVIARIA DE CORIBE BA,Kandango Parceiras,Ponto de Controle - 12,0,50,70,5,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-13.821786,-44.470430,1,2024-10-15 11:12:23,2024-10-15 11:12:23
132,132,ROD CRT,RODOVIARIA DE CORRENTE-PI,Kandango Parceiras,Ponto de Controle - 12,0,50,70,0,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-10.432319,-45.162335,1,2024-10-15 15:48:46,2025-09-17 11:03:53
107,107,ROD CRTNA,RODOVIARIA DE CORRENTINA BA,Kandango Parceiras,Ponto de Controle - 12,0,15,70,5,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-13.346060,-44.638270,1,2024-10-15 10:01:53,2025-09-17 11:05:04
121,121,ROD CURV,RODOVIARIA DE CURVELO MG,Kandango Parceiras,Ponto de Controle - 12,0,70,90,0,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-18.760699,-44.427402,1,2024-10-15 12:46:29,2024-10-15 12:46:29
91,91,ROD FIG,RODOVIARIA DE FIGUEIROPOLIS,Kandango Parceiras,Ponto de Controle - 12,0,50,70,5,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-12.139063,-49.170567,1,2024-10-14 13:58:18,2024-10-14 13:58:18
127,127,ROD FLOR,RODOVIARIA FLORIANO PI,Kandango Parceiras,Ponto de Controle - 12,0,70,90,0,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-6.786650,-42.992153,1,2024-10-15 14:18:31,2025-09-17 11:27:33
134,134,ROD FPRETO,RODOVIARIA FORMOSA DO RIO PRETO BA,Kandango Parceiras,Ponto de Controle - 12,0,50,100,0,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-11.047733,-45.204948,1,2024-10-15 16:19:26,2025-09-17 11:37:54
27,26,ROD FST,RODOVIARIA FEIRA DE SANTANA - BA,Kandango Parceiras,Ponto de Controle - 12,0,70,70,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-12.259505,-38.958000,0,2023-09-20 14:47:09,2025-09-18 08:55:35
92,92,ROD GRP,RODOVIARIA DE GURUPI,Kandango Parceiras,Ponto de Controle - 12,0,50,70,5,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-11.736492,-49.068751,1,2024-10-14 14:00:59,2024-10-14 14:00:59
186,186,ROD GUA,RODOVIARIA DO GUARÁ ,Kandango Parceiras,Ponto de Controle - 12,0,80,80,5,BARREIRAS(BA),0.0,-,F,F,N,F,N,T,T,F,F,F,,-15.835045,-47.978958,1,2025-06-16 09:36:53,2025-09-17 15:18:32
72,72,ROD ITC,RODOVIARIA DE ITACARAMBI MG,Kandango Parceiras,Ponto de Controle - 12,0,65,65,0,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-15.104269,-44.095356,0,2024-07-31 14:10:53,2024-10-15 18:14:05
115,115,ROD JBRD,RODOVIARIA DE JABORANDI BA,Kandango Parceiras,Ponto de Controle - 12,0,50,70,5,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-13.616143,-44.478267,1,2024-10-15 11:14:50,2024-10-15 11:14:50
77,77,ROD JNA,RODOVIARIA DE JANUARIA  - MG ,Kandango Parceiras,Ponto de Controle - 12,0,50,70,5,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-15.478391,-44.368789,1,2024-09-26 09:53:07,2025-04-09 15:37:04
138,138,ROD JPIN,RODOVIARIA DE JOAO PINHEIRO MG,Kandango Parceiras,Ponto de Controle - 12,0,50,70,0,Não Informado,0.0,-,F,F,S,F,N,T,T,F,F,F,,-17.740824,-46.175876,1,2024-10-16 10:28:13,2025-09-24 14:02:10
79,79,ROD LOT,RODOVIARIA DE LONTRA - MG ,Kandango Parceiras,Ponto de Controle - 12,0,50,70,5,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-15.904598,-44.301403,1,2024-09-26 10:21:27,2025-04-09 15:37:13
185,185,ROD MDC,RODOVIARIA MORRO DO CHAPEU - BA,Kandango Parceiras,Ponto de Controle - 12,0,50,50,5,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-11.548633,-41.159465,1,2025-04-17 15:41:22,2025-04-17 15:41:22
81,81,ROD MIR,RODOVIARIA DE MIRABELA-MG,Kandango Parceiras,Ponto de Controle - 12,0,50,70,5,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-16.255530,-44.165338,1,2024-09-26 10:46:57,2024-09-26 10:46:57
35,34,ROD PATOS,RODOVIARIA PATOS DE MINAS - MG ,Kandango Parceiras,Ponto de Controle - 12,0,50,60,10,Não Informado,0.0,-,F,F,S,F,N,T,T,F,F,F,,-18.604290,-46.520074,0,2023-09-20 15:12:54,2025-10-08 10:45:56
88,88,ROD PGTU,RODOVIARIA DE PORANGATU,Kandango Parceiras,Ponto de Controle - 12,0,50,70,5,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-13.445386,-49.138409,1,2024-10-14 13:46:18,2024-10-14 13:46:18
96,96,ROD PLM,RODOVIARIA DE PALMAS,Kandango Parceiras,Ponto de Controle - 12,0,70,90,5,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-10.256785,-48.312936,1,2024-10-14 14:13:35,2024-10-14 14:13:35
78,78,ROD PMC ,RODOVIARIA DE PEDRAS DE MARIA DA CRUZ - MG ,Kandango Parceiras,Ponto de Controle - 12,0,50,70,5,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-15.606560,-44.391923,1,2024-09-26 10:11:26,2025-04-09 15:37:34
95,95,ROD PNAC,RODOVIARIA DE PORTO NACIONAL ,Kandango Parceiras,Ponto de Controle - 12,0,60,80,5,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-10.728438,-48.409050,1,2024-10-14 14:10:19,2024-10-14 14:10:19
176,176,ROD PRE,RODOVIARIA DE PALMARES-PE,Kandango Parceiras,Ponto de Controle - 12,0,50,50,5,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-8.681554,-35.584712,1,2024-11-04 14:55:22,2025-04-09 15:37:46
15,14,ROD PRR,RODOVIARIA PIRAPORA - MG ,Kandango Parceiras,Ponto de Controle - 12,0,20,20,10,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-17.347803,-44.944752,0,2023-09-20 14:09:24,2025-09-17 15:19:14
133,133,ROD RCHAO,RODOVIARIA RIACHAO DAS NEVES BA,Kandango Parceiras,Ponto de Controle - 12,0,50,70,0,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-11.753050,-44.913774,1,2024-10-15 15:51:19,2025-09-17 11:34:54
128,128,ROD REGEN,RODOVIARIA DE REGENERAÇÃO PI,Kandango Parceiras,Ponto de Controle - 12,0,50,70,0,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-6.228901,-42.686139,1,2024-10-15 14:20:56,2024-10-15 14:20:56
109,109,ROD SANTNA,RODOVIARIA DE SANTANA BA,Kandango Parceiras,Ponto de Controle - 12,0,50,70,5,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-12.982114,-44.056376,1,2024-10-15 10:05:48,2024-10-15 10:05:48
108,108,ROD SMVT,RODOVIARIA DE STA MARIA DA VITORIA,Kandango Parceiras,Ponto de Controle - 12,0,50,70,5,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-13.387351,-44.205785,1,2024-10-15 10:03:43,2024-10-15 10:03:43
102,102,ROD SOB,RODOVIARIA DE SOBRADINHO - DF ,Kandango Parceiras,Ponto de Controle - 12,0,70,70,0,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-15.649940,-47.786154,1,2024-10-14 17:28:42,2025-09-17 11:01:44
110,110,ROD TABOC,RODOVIARIA DE TABOCAS DO BREJO BA,Kandango Parceiras,Ponto de Controle - 12,0,50,70,5,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-12.704462,-44.008500,1,2024-10-15 10:08:40,2024-10-15 10:08:40
129,129,ROD THE,RODOVIARIA DE TERESINA ,Kandango Parceiras,Ponto de Controle - 12,0,70,90,0,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-5.119211,-42.784594,1,2024-10-15 14:26:11,2025-09-18 13:13:20
89,89,ROD TLM,RODOVIARIA DE TALISMA ,Kandango Parceiras,Ponto de Controle - 12,0,50,70,5,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-12.804930,-49.095791,1,2024-10-14 13:51:36,2024-10-14 13:51:36
86,86,ROD URU,RODOVIARIA DE URUAÇU,Kandango Parceiras,Ponto de Controle - 12,0,50,70,5,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-14.533076,-49.150562,1,2024-10-14 13:40:10,2024-10-14 13:40:10
85,85,ROD VALP,RODOVIARIA DE VALPARAISO GO,Kandango Parceiras,Ponto de Controle - 12,0,70,70,5,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-16.075948,-47.986241,1,2024-10-14 11:27:59,2025-03-26 09:01:39
28,27,"ROD,ANS",RODOVIARIA DE ANAPOLIS - GO,Kandango Parceiras,Ponto de Controle - 12,0,120,120,0,Não Informado,0.0,0,F,F,S,F,N,T,F,F,F,F,,-16.322828,-48.946161,0,2023-09-20 14:48:41,2025-10-30 13:58:26
76,76,ROD-OSASCO,RODOVIARIA DE OSASCO-SP,Kandango Parceiras,Ponto de Controle - 12,0,100,100,5,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-23.527556,-46.775660,1,2024-09-23 16:15:55,2025-10-13 15:53:25
480,446,ROD. SSA,SALVADOR - BA / NOVO TERMINAL,Kandango Parceiras,Ponto de Controle - 12,0,90,90,0,Não Informado,0.0,-,F,F,S,F,N,T,T,F,F,F,,-12.897428,-38.444717,0,2026-04-07 14:28:03,2026-04-09 09:02:57
104,104,ROD.TDD,RODOVIARIA DE TRINDADE,Kandango Parceiras,Ponto de Controle - 12,0,70,90,5,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-16.651002,-49.489685,1,2024-10-15 09:23:35,2024-10-15 09:23:35
178,178,RODOPOSTO,RODOPOSTO - PALMAS TO,Kandango Parceiras,Ponto de Controle - 12,0,50,60,0,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-10.248132,-48.311496,1,2024-11-27 13:12:17,2025-09-17 15:20:25
390,373,ROUTE CAFE,CAMPINAS - SP / ROUTE CAFE,Kandango Parceiras,Local Não Autorizado - 42,0,90,140,20,Não Informado,0.0,-,F,F,N,F,N,T,F,F,F,F,,-23.031073,-47.071153,0,2025-08-26 09:02:57,2025-11-11 14:53:06
55,54,RS SILVA,PONTES DE APOIO R S SILVA JEQUIE-BA,Kandango Parceiras,Ponto de Controle - 12,0,1,1,10,Não Informado,0.0,-,F,F,N,F,N,F,F,F,F,F,,-12.878598,-39.856069,0,2023-09-20 16:17:41,2026-01-19 14:28:12
54,53,RSSJEQ,RODOVIARIA JEQUIE - BA ,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,T,F,F,F,,-13.861240,-40.089063,0,2023-09-20 16:14:49,2025-09-17 15:30:00
164,164,S.BONFIM,RODOVIARIA DE SENHOR DO BONFIM-BA,Kandango Parceiras,Ponto de Controle - 12,0,50,70,0,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-10.448483,-40.185774,1,2024-10-24 09:28:33,2024-10-24 09:28:33
424,399,S.GONÇALO1,AMELIA RODRIGUES - BA - POSTO SÃO GONÇALO,Kandango Parceiras,Ponto de Controle - 12,0,50,50,0,Não Informado,0.0,0,F,F,N,F,N,T,T,F,F,F,,-12.339847,-38.847642,0,2025-09-17 09:19:07,2025-09-17 09:19:07
348,334,SAD,RODOVIARIA DE SANTO ANDRE - SP,Kandango Parceiras,Ponto de Controle - 12,0,100,100,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-23.639087,-46.537991,0,2025-08-12 08:43:45,2025-08-12 08:43:45
160,160,SALGUEIRO,RODOVIARIA DE SALGUEIRO PE,Kandango Parceiras,Ponto de Controle - 12,0,80,100,0,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-8.071627,-39.134952,1,2024-10-22 14:23:05,2024-10-22 14:24:23
47,46,SANTA CRUZ,CHURRASCARIA COMETAO SANTA CRUZ DE SALINAS - MG,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-15.982422,-41.829773,0,2023-09-20 15:48:46,2025-09-17 13:34:45
16,15,SAO,RODOVIÁRIA SAO PAULO - SP ,Kandango Parceiras,Ponto de Controle - 12,0,200,200,10,Não Informado,0.0,-,F,F,S,F,N,T,T,F,F,F,,-23.516648,-46.623505,0,2023-09-20 14:12:27,2025-09-17 16:03:25
458,425,SÃO JOÃO,AGRESTINA - PE / CHURR. SÃO JOÃO,Kandango Parceiras,Local Não Autorizado - 42,0,50,50,0,Não Informado,0.0,-,F,F,N,F,N,T,F,F,F,F,,-8.437717,-35.956233,0,2025-10-09 10:41:29,2025-10-09 10:41:29
454,421,SÃO PEDRO,OLIVEIRA DOS BREJINHOS - BA - CHURR. SÃO PEDRO,Kandango Parceiras,Local Não Autorizado - 42,0,15,15,5,Não Informado,0.0,-,F,F,N,F,N,T,F,F,F,F,,-12.255138,-42.756302,0,2025-10-08 10:42:54,2025-10-08 10:42:54
350,336,SBE,RODOVIARIA DE SAO BERNARDO DO CAMPO - SP,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-23.727523,-46.574519,0,2025-08-12 08:46:39,2025-08-12 08:46:39
351,337,SCN,RODOVIARIA DE SAO CAETANO DO SUL - SP,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-23.610025,-46.571642,0,2025-08-12 08:49:02,2025-08-12 08:49:02
358,344,SDW,RODOVIARIA DE SERRA DOURADA - BA,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-12.753297,-43.950602,0,2025-08-12 09:03:49,2025-08-12 09:03:49
57,56,SEB,RODOVIARIA  SEABRA - BA ,Kandango Parceiras,Ponto de Controle - 12,0,30,40,10,Não Informado,0.0,-,F,F,S,F,N,T,T,F,F,F,,-12.429857,-41.771263,0,2023-09-20 16:23:55,2025-09-24 10:00:30
359,345,SEH,RODOVIARIA DE SERRINHA - BA,Kandango Parceiras,Ponto de Controle - 12,0,100,100,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-11.669584,-39.004587,0,2025-08-12 09:06:26,2025-08-12 09:06:26
384,368,SERTEÃZINH,GUARANI  DE GOIAIS - GO - SERTEÃZINHO,Kandango Parceiras,Local Não Autorizado - 42,0,30,50,10,Não Informado,0.0,-,F,F,N,F,N,T,F,F,F,F,,-14.052852,-46.276137,0,2025-08-21 10:13:24,2025-10-08 12:03:05
349,335,SEV,RODOVIARIA DE SANTO ESTEVAO - BA,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-12.443616,-39.243630,0,2025-08-12 08:45:06,2025-08-12 08:45:06
354,340,SII,RODOVIARIA DE SAO JOSE DE MIPIBU - RN,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-6.072266,-35.236407,0,2025-08-12 08:56:19,2025-08-12 08:56:19
361,347,SIU,RODOVIARIA DE SUMIDOURO - RJ,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-22.048399,-42.674233,0,2025-08-12 09:08:36,2025-08-12 09:08:36
353,339,SJB,RODOVIARIA DE SAO JOAQUIM DA BARRA - SP,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-20.576576,-47.869063,0,2025-08-12 08:54:54,2025-08-12 08:54:54
356,342,SJK,RODOVIARIA DE SAO JOSE DOS CAMPOS - SP,Kandango Parceiras,Ponto de Controle - 12,0,75,75,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-23.193570,-45.878140,0,2025-08-12 09:00:03,2025-08-12 09:00:03
355,341,SKS,RODOVIARIA DE SAO JOSE DO SERIDO - RN,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-6.450727,-36.876576,0,2025-08-12 08:58:02,2025-08-12 08:58:02
46,45,SLN,RODOVIARIA SALINAS - MG,Kandango Parceiras,Ponto de Controle - 12,0,30,50,10,Não Informado,0.0,-,F,F,S,F,N,T,T,F,F,F,,-16.165196,-42.310526,0,2023-09-20 15:44:36,2025-09-24 09:32:42
357,343,SMM,RODOVIARIA DE SAO MIGUEL DOS CAMPOS - AL,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-9.779429,-36.105484,0,2025-08-12 09:01:14,2025-08-12 09:01:14
347,333,SNZ,RODOVIARIA DE SANTA CRUZ - RN,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-6.223018,-36.019915,0,2025-08-12 08:40:40,2025-08-12 08:40:40
5,4,SSA,RODOVIARIA DE SALVADOR - BA,Kandango Parceiras,Ponto de Controle - 12,0,85,90,10,Não Informado,0.0,-,F,F,N,F,N,T,F,F,F,F,,-12.977645,-38.465856,0,2023-09-20 12:13:20,2026-04-09 09:03:36
124,124,STILLUS 2 ,CHURRASCARIA STILLUS 2 FORMOSA DO RIO PRETO,Kandango Parceiras,Ponto de Controle - 12,0,40,60,0,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-11.048546,-45.207938,1,2024-10-15 14:08:40,2025-09-17 11:40:20
360,346,SZA,RODOVIARIA DE SOUSA - PB,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-6.764882,-38.220440,0,2025-08-12 09:07:32,2025-08-12 09:07:32
66,66,TABUL,TABULEIRO DA BAHIANA VITORIA DA CONQUISTA,Kandango Parceiras,Ponto de Controle - 12,0,100,100,20,Não Informado,0.0,-,F,F,S,F,N,T,T,F,F,F,,-15.122237,-41.032715,0,2024-02-02 00:14:40,2025-11-03 09:06:55
29,28,TAG,RODOVIARIA DE TAGUATINGA - BSB,Kandango Parceiras,Ponto de Controle - 12,0,70,90,0,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-15.835736,-48.082625,0,2023-09-20 14:50:39,2025-09-17 09:38:13
364,350,TAU,RODOVIARIA DE TAUBATE - SP,Kandango Parceiras,Ponto de Controle - 12,0,75,75,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-23.020120,-45.536020,0,2025-08-12 09:12:35,2025-08-12 09:12:35
370,356,TCN,RODOVIARIA DE TUCANO - BA,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-10.961703,-38.788562,0,2025-08-12 09:21:31,2025-08-12 09:21:31
368,354,TCS,RODOVIARIA DE TRES CORACOES - MG,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-21.700144,-45.259711,0,2025-08-12 09:18:41,2025-08-12 09:18:41
399,382,TD CAIPIRA,VITORIA DA CONQUISTA - BA - REST.E & LANCH. TUDO C,Kandango Parceiras,Local Não Autorizado - 42,0,50,50,10,Não Informado,0.0,-,F,F,N,F,N,T,F,F,F,F,,-16.995740,-44.277862,0,2025-08-27 14:31:04,2025-09-17 15:38:38
369,355,TDD,RODOVIARIA DE TRINDADE - PE,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-7.760439,-40.264224,0,2025-08-12 09:20:03,2025-08-12 09:20:03
365,351,TDS,RODOVIARIA DE TEODORO SAMPAIO - BA,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-22.528959,-52.168257,0,2025-08-12 09:14:43,2025-08-12 09:14:43
362,348,TNG,RODOVIARIA DE TANGARA - RN,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-6.199318,-35.801367,0,2025-08-12 09:09:50,2025-08-12 09:09:50
367,353,TNVL,RODOVIARIA DE TEOTONIO VILELA - AL,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-9.900636,-36.363608,0,2025-08-12 09:17:38,2025-08-12 09:17:38
366,352,TOT,RODOVIARIA DE TEOFILO OTONI - MG,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-17.868056,-41.512260,0,2025-08-12 09:16:38,2025-08-12 09:16:38
371,357,TPC,RODOVIARIA DE TUPACIGUARA - MG,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-18.604023,-48.686919,0,2025-08-12 09:22:41,2025-08-12 09:22:41
363,349,TQRT,RODOVIARIA DE TAQUARALTO - TO,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-10.329214,-48.298602,0,2025-08-12 09:11:10,2025-08-12 09:11:10
32,31,UDI,RODOVIARIA UBERLANDIA - MG,Kandango Parceiras,Ponto de Controle - 12,0,80,80,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-18.905253,-48.285044,0,2023-09-20 15:00:02,2025-09-18 15:01:21
372,358,UMB,RODOVIARIA DE UMBAUBA - SE,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-11.382678,-37.659405,0,2025-08-12 09:24:13,2025-08-12 09:24:13
373,359,UPS,RODOVIARIA DE UNIAO DOS PALMARES - AL,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-9.159379,-36.032024,0,2025-08-12 09:25:25,2025-08-12 09:25:25
30,29,URA ,RODOVIARIA DE UBERABA - MG ,Kandango Parceiras,Ponto de Controle - 12,0,80,80,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-19.762849,-47.945511,0,2023-09-20 14:51:37,2025-09-17 08:55:19
374,360,UTG,RODOVIARIA DE UTINGA - BA,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-12.077585,-41.093491,0,2025-08-12 09:26:40,2025-08-12 09:26:40
375,361,VARG,RODOVIARIA DE VARGEM - SP,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-22.892437,-46.416359,0,2025-08-12 09:27:38,2025-08-12 09:27:38
51,50,VDC,RODOVIARIA VITORIA DA CONQUISTA - BA ,Kandango Parceiras,Ponto de Controle - 12,0,100,100,10,Não Informado,0.0,-,F,F,S,F,N,T,T,F,F,F,,-14.879962,-40.853949,0,2023-09-20 16:06:55,2025-09-18 09:52:42
380,364,VIA.MONT,VIA MONTES (POSTO MONTES CLAROS),Kandango Parceiras,Ponto de Controle - 12,0,59,80,30,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-16.771158,-43.856098,0,2025-08-12 09:42:28,2025-10-31 16:53:25
394,377,VOLVO DF,VOLVO BRASÍLIA,Kandango Parceiras,Ponto de Fechamento - 1,0,200,200,30,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-16.020226,-47.983100,0,2025-08-26 10:50:45,2025-12-01 16:07:07
472,439,VOLVO GRS,VOLVO GUARULHOS,Kandango Parceiras,Ponto de Fechamento - 1,0,100,100,30,Não Informado,0.0,-,F,F,N,F,N,F,F,F,F,F,,-23.423035,-46.391955,0,2026-01-13 16:22:41,2026-01-22 10:40:08
391,374,VOLVO GYN,VOLVO GOIÂNIA,Kandango Parceiras,Ponto de Fechamento - 1,0,100,100,30,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-16.829352,-49.241732,0,2025-08-26 10:00:26,2025-09-17 15:41:55
392,375,VOLVO PATO,VOLVO PATO DE MINAS,Kandango Parceiras,Ponto de Fechamento - 1,0,100,100,30,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-18.640509,-46.492393,0,2025-08-26 10:09:14,2025-09-17 15:42:16
404,387,VOLVO SE,VOLVO SERGIPE,Kandango Parceiras,Ponto de Fechamento - 1,0,100,100,30,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-10.910455,-37.157787,0,2025-09-01 13:47:46,2025-09-17 15:42:36
405,388,VOLVO SP,VOLVO VILA JARAGUÁ SP,Kandango Parceiras,Ponto de Fechamento - 1,0,100,100,30,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-23.492361,-46.757132,0,2025-09-01 14:18:27,2025-09-17 15:43:05
393,376,VOLVOPIAUÍ,VOLVO TERESINA PI,Kandango Parceiras,Ponto de Fechamento - 1,0,100,100,30,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-5.172407,-42.767504,0,2025-08-26 10:14:20,2025-09-17 15:43:28
376,362,VSA,RODOVIARIA DE VITORIA DE SANTO ANTAO - PE,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-8.114146,-35.296829,0,2025-08-12 09:29:12,2025-08-12 09:29:12
